Velocidad angular de la rueda (rad/s),Radio de la rueda (m),Relación de transmisión,RPM
10.488135039273248,0.571126614718492,10,17.536271211648017
12.151893663724195,0.4080031892768659,10,28.44145333182251
11.027633760716439,0.5940776088490379,10,17.725991326541454
10.448831829968968,0.6848754180469753,10,14.568926185300166
9.236547993389047,0.3995012574079832,10,22.078162353598913
11.458941130666561,0.5304629337671347,10,20.628175966148234
9.375872112626926,0.5368167725087356,10,16.678499655087556
13.917730007820797,0.5289007623163493,10,25.128443956049985
14.636627605010293,0.3892326530562473,10,35.90898577354527
8.834415188257777,0.681099604606794,10,12.386213443912347
12.917250380826646,0.4788501514470509,10,25.75976108247994
10.288949197529044,0.6385634689884511,10,15.386446643452635
10.680445610939323,0.5797917101270017,10,17.590928090704693
14.25596638292661,0.41897478034205343,10,32.4922781730534
5.710360581978869,0.6255191278809908,10,8.717547454107212
5.8712929970154075,0.45860229633879385,10,12.225564201608444
5.202183974403257,0.6524412788444646,10,7.614048846199041
13.32619845547938,0.5325091490543434,10,23.89739624845409
12.781567509498505,0.6526941447419411,10,18.700179855945336
13.700121482468191,0.5770126360311063,10,22.673077697834664
14.78618342232764,0.5901017119278562,10,23.92768026486852
12.991585642167236,0.5005297527706809,10,24.785840147647594
9.61479362252932,0.6824334538892896,10,13.453988134194445
12.805291762864554,0.5575960796918549,10,21.93012708683427
6.182744258689333,0.46954201942327184,10,12.574137392671524
11.39921021327524,0.5425572856511697,10,20.06321581997315
6.433532874090464,0.3076772793237334,10,19.967582150484567
14.446689170495839,0.4206299266698197,10,32.79740950911573
10.218483217500717,0.564069414997074,10,17.299169978665667
9.146619399905235,0.4160310428841776,10,20.994534638326254
7.64555612104627,0.5472061715995366,10,13.342262341019715
12.742336894342166,0.4715074803783064,10,25.80666463636566
9.561503322165485,0.35418962568898005,10,25.778742347160104
10.684339488686485,0.4193129303824123,10,24.332167983642687
5.187898004363552,0.5279859642805059,10,9.382972285366003
11.176354970758771,0.5363491044992692,10,19.898668137125874
11.120957227224213,0.5297300995398315,10,20.04743905808417
11.169339968747568,0.5612803279428534,10,19.002864471826378
14.437480785146242,0.5608413080006756,10,24.582316601552982
11.818202991034834,0.4725673741735895,10,23.881362031510335
8.59507900573786,0.6586186383404251,10,12.461985407599336
9.370319537993414,0.4470247480191586,10,20.016780002859722
11.97631195927265,0.4743459701062507,10,24.110114158683015
5.602254716292698,0.6567693420062688,10,8.145567768137596
11.667667154456677,0.6224775956184343,10,17.89912037047204
11.706378696181595,0.5815554334161466,10,19.222188580634405
7.103825610738409,0.3400907549249204,10,19.946598567104544
6.2892629765485335,0.6677930454978693,10,8.993510470384855
8.15428350924184,0.5856965198196445,10,13.294883790003052
8.637107709426227,0.6995388026271465,10,11.790382870626683
10.701967704178797,0.3597793218631975,10,28.40526329488491
9.386015134623204,0.6472504229472856,10,13.847784273126267
14.883738380592263,0.3649971738705499,10,38.93981714715327
6.020448107480281,0.5462238257135377,10,10.525180676789933
7.088767560948347,0.34952799313977656,10,19.366901991793856
6.613095178849963,0.6392032917288937,10,9.879549750168259
11.531083254653984,0.6229275834900043,10,17.676811377338637
7.532916025397821,0.5276402954458372,10,13.6331606780546
9.663107728563062,0.46287331889039984,10,19.935450558917996
7.444255920016028,0.3276667981820552,10,21.695029228808966
6.589695836455197,0.5789715092578254,10,10.868748970273288
6.103751411643051,0.4814170730712275,10,12.107284052512991
11.563295894652734,0.5888222397881391,10,18.752916337504896
6.381829513486138,0.6465529303714517,10,9.425675752092257
6.9658236168005345,0.6902086020011543,10,9.637479956978707
8.68725170660964,0.6423213369570444,10,12.915208990632284
13.209932298479352,0.30468563367400076,10,41.401873751522565
5.9710127579306125,0.44399122579134553,10,12.842364539915891
13.379449074988038,0.5919962249696231,10,21.581949677870647
5.960984078939631,0.3686518709045762,10,15.440910355790429
14.764594650133958,0.5084146424816517,10,27.731595728796623
9.686512016477016,0.32173519533570144,10,28.75015772768251
14.767610881903371,0.37999860995856,10,37.11074000668945
11.04845519745046,0.30740871778424556,10,34.32074934396088
12.392635793983017,0.6174790813429683,10,19.165176319109452
5.391877922543207,0.38956987522415204,10,13.216792341970221
7.828069625764096,0.4381406722787611,10,17.061314613794277
6.201965612131689,0.6712325173862363,10,8.823233009333503
7.961401975221449,0.5817657607694131,10,13.068109851864886
6.18727718954244,0.31273557181252315,10,18.89268451212322
8.17983179393976,0.3658776625991651,10,21.34911414516175
9.1426299451467,0.5485913605999053,10,15.91452056815711
5.641474963487844,0.530891435441667,10,10.147482895684226
11.924721193700199,0.39515712854980345,10,28.817068237161383
10.666014542065751,0.6736855991699174,10,15.11876406042914
7.653894909394454,0.5455863823863584,10,13.396469355498489
10.232480534666998,0.5142531212099832,10,19.000952527254057
5.939405107584417,0.5359639905418283,10,10.582267076655823
10.759464955561793,0.5920488118067078,10,17.354197814967506
14.292961975762141,0.4247779981918407,10,32.131544847664514
8.185689524513236,0.45928842488643673,10,17.019278690909168
11.674103799636818,0.38393749959004886,10,29.035840383353374
6.3179786240439215,0.37447720235213444,10,16.11106132041616
12.163272041185655,0.6777489559935734,10,17.137716132855253
7.894060929472011,0.595820318019715,10,12.651923205671883
6.831913620071168,0.49618352344702676,10,13.148354655439379
10.865129348100831,0.39096585118932925,10,26.537955238126433
5.201075461874936,0.40174259270815715,10,12.362794747322559
13.289400292173632,0.3232116641295502,10,39.263565928336256
5.046954761925471,0.47376665022324826,10,10.172701656519454
